TWA\TWS;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70
94;0;2.193;4.386;6.58;8.773;10.966;13.159;13.838;14.517;14.938;15.358;15.425;15.616;15.508;15.397;15.046;14.688;14.1;13.512;12.924;12.336;11.783;11.231;10.679;10.126;9.574;9.022;8.469;7.917;7.365;6.812;6.26;5.708;5.155;4.603;4.051;3.471;2.901;2.338;1.785;1.239;1.173;1.108;1.042;0.976;0.91;0.844;0.778;0.712;0.646;0.58;0.553;0.527;0.5;0.474;0.447;0.421;0.394;0.368;0.341;0.314;0.288;0.261;0.235;0.208;0.182;0.155;0.128;0.102;0.075;0.049
95;0;2.19;4.379;6.569;8.759;10.949;13.139;13.837;14.535;14.998;15.462;15.571;15.805;15.769;15.73;15.439;15.141;14.586;14.031;13.476;12.921;12.35;11.779;11.207;10.636;10.065;9.493;8.922;8.35;7.779;7.208;6.636;6.065;5.493;4.922;4.351;3.75;3.159;2.576;2.002;1.436;1.361;1.285;1.209;1.134;1.058;0.983;0.907;0.831;0.756;0.68;0.649;0.618;0.587;0.556;0.525;0.494;0.463;0.431;0.4;0.369;0.338;0.307;0.276;0.245;0.214;0.183;0.152;0.12;0.089;0.058
96;0;2.186;4.373;6.559;8.745;10.932;13.118;13.835;14.552;15.059;15.566;15.716;15.994;16.029;16.063;15.832;15.594;15.073;14.551;14.029;13.507;12.917;12.326;11.736;11.146;10.555;9.965;9.374;8.784;8.193;7.603;7.012;6.422;5.832;5.241;4.651;4.029;3.416;2.813;2.218;1.633;1.548;1.463;1.377;1.292;1.207;1.122;1.036;0.951;0.866;0.781;0.745;0.709;0.674;0.638;0.602;0.567;0.531;0.495;0.46;0.424;0.388;0.353;0.317;0.282;0.246;0.21;0.175;0.139;0.103;0.068
97;0;2.183;4.366;6.549;8.732;10.915;13.097;13.833;14.569;15.12;15.67;15.862;16.183;16.29;16.397;16.224;16.047;15.559;15.07;14.582;14.093;13.484;12.874;12.265;11.655;11.046;10.436;9.827;9.217;8.608;7.998;7.389;6.779;6.17;5.56;4.951;4.308;3.674;3.05;2.435;1.83;1.735;1.64;1.545;1.45;1.355;1.26;1.166;1.071;0.976;0.881;0.841;0.8;0.76;0.72;0.68;0.64;0.599;0.559;0.519;0.479;0.439;0.399;0.358;0.318;0.278;0.238;0.198;0.158;0.117;0.077
98;0;2.18;4.359;6.539;8.718;10.898;13.077;13.832;14.587;15.18;15.774;16.008;16.372;16.55;16.73;16.617;16.501;16.045;15.59;15.134;14.679;14.05;13.422;12.793;12.165;11.536;10.908;10.279;9.651;9.022;8.393;7.765;7.136;6.508;5.879;5.251;4.587;3.932;3.287;2.652;2.027;1.922;1.818;1.713;1.608;1.504;1.399;1.295;1.19;1.086;0.981;0.936;0.892;0.847;0.802;0.757;0.713;0.668;0.623;0.579;0.534;0.489;0.444;0.4;0.355;0.31;0.265;0.221;0.176;0.131;0.087
99;0;2.176;4.352;6.528;8.704;10.88;13.056;13.83;14.604;15.241;15.878;16.153;16.56;16.811;17.063;17.01;16.954;16.532;16.109;15.687;15.265;14.617;13.97;13.322;12.674;12.027;11.379;10.732;10.084;9.436;8.789;8.141;7.493;6.846;6.198;5.551;4.865;4.19;3.525;2.869;2.224;2.109;1.995;1.881;1.767;1.652;1.538;1.424;1.31;1.195;1.081;1.032;0.983;0.933;0.884;0.835;0.786;0.736;0.687;0.638;0.589;0.539;0.49;0.441;0.392;0.342;0.293;0.244;0.195;0.145;0.096
100;0;2.173;4.345;6.518;8.691;10.863;13.036;13.829;14.622;15.302;15.982;16.299;16.749;17.072;17.397;17.403;17.407;17.018;16.629;16.24;15.851;15.184;14.517;13.851;13.184;12.517;11.851;11.184;10.517;9.851;9.184;8.517;7.851;7.184;6.517;5.851;5.144;4.448;3.762;3.086;2.421;2.297;2.173;2.049;1.925;1.801;1.677;1.553;1.429;1.305;1.182;1.128;1.074;1.02;0.966;0.913;0.859;0.805;0.751;0.697;0.644;0.59;0.536;0.482;0.428;0.375;0.321;0.267;0.213;0.159;0.106
101;0;2.169;4.338;6.508;8.677;10.846;13.016;13.827;14.639;15.362;16.085;16.445;16.938;17.332;17.73;17.796;17.86;17.504;17.148;16.792;16.436;15.751;15.065;14.379;13.694;13.008;12.322;11.636;10.951;10.265;9.579;8.894;8.208;7.522;6.836;6.151;5.423;4.706;3.999;3.303;2.617;2.484;2.35;2.217;2.083;1.95;1.816;1.682;1.549;1.415;1.282;1.223;1.165;1.107;1.048;0.99;0.932;0.873;0.815;0.757;0.698;0.64;0.582;0.523;0.465;0.407;0.348;0.29;0.232;0.173;0.115
102;0;2.166;4.332;6.498;8.663;10.829;12.995;13.826;14.656;15.423;16.189;16.59;17.127;17.593;18.063;18.188;18.313;17.991;17.668;17.345;17.022;16.318;15.613;14.908;14.203;13.498;12.794;12.089;11.384;10.679;9.975;9.27;8.565;7.86;7.155;6.451;5.702;4.964;4.236;3.52;2.814;2.671;2.528;2.385;2.241;2.098;1.955;1.812;1.668;1.525;1.382;1.319;1.256;1.193;1.13;1.068;1.005;0.942;0.879;0.816;0.753;0.69;0.627;0.565;0.502;0.439;0.376;0.313;0.25;0.187;0.124
103;0;2.162;4.325;6.487;8.65;10.812;12.974;13.824;14.674;15.483;16.293;16.736;17.316;17.853;18.397;18.581;18.767;18.477;18.187;17.898;17.608;16.884;16.16;15.437;14.713;13.989;13.265;12.541;11.817;11.094;10.37;9.646;8.922;8.198;7.474;6.751;5.98;5.221;4.473;3.737;3.011;2.858;2.705;2.552;2.4;2.247;2.094;1.941;1.788;1.635;1.482;1.415;1.347;1.28;1.213;1.145;1.078;1.01;0.943;0.875;0.808;0.741;0.673;0.606;0.538;0.471;0.404;0.336;0.269;0.201;0.134
104;0;2.159;4.318;6.477;8.636;10.795;12.954;13.822;14.691;15.544;16.397;16.882;17.505;18.114;18.73;18.974;19.22;18.963;18.707;18.45;18.194;17.451;16.708;15.965;15.222;14.48;13.737;12.994;12.251;11.508;10.765;10.022;9.279;8.536;7.794;7.051;6.259;5.479;4.711;3.954;3.208;3.045;2.883;2.72;2.558;2.395;2.233;2.07;1.908;1.745;1.583;1.511;1.439;1.367;1.295;1.223;1.151;1.079;1.007;0.935;0.863;0.791;0.719;0.647;0.575;0.503;0.431;0.359;0.287;0.215;0.143
105;0;2.156;4.311;6.467;8.622;10.778;12.933;13.821;14.708;15.605;16.501;17.028;17.694;18.374;19.063;19.367;19.673;19.45;19.226;19.003;18.78;18.018;17.256;16.494;15.732;14.97;14.208;13.446;12.684;11.922;11.16;10.398;9.636;8.875;8.113;7.351;6.538;5.737;4.948;4.17;3.405;3.233;3.06;2.888;2.716;2.544;2.372;2.199;2.027;1.855;1.683;1.606;1.53;1.453;1.377;1.3;1.224;1.147;1.071;0.994;0.918;0.841;0.765;0.688;0.612;0.535;0.459;0.382;0.306;0.229;0.153
106;0;2.152;4.304;6.457;8.609;10.761;12.913;13.819;14.726;15.665;16.605;17.173;17.883;18.635;19.397;19.76;20.126;19.936;19.746;19.556;19.366;18.585;17.804;17.023;16.242;15.461;14.68;13.899;13.118;12.337;11.556;10.775;9.994;9.213;8.432;7.651;6.817;5.995;5.185;4.387;3.602;3.42;3.238;3.056;2.874;2.692;2.51;2.329;2.147;1.965;1.783;1.702;1.621;1.54;1.459;1.378;1.297;1.216;1.135;1.054;0.973;0.892;0.811;0.729;0.648;0.567;0.486;0.405;0.324;0.243;0.162
107;0;2.149;4.297;6.446;8.595;10.744;12.893;13.818;14.743;15.726;16.709;17.319;18.072;18.896;19.73;20.153;20.579;20.422;20.265;20.108;19.951;19.151;18.351;17.551;16.751;15.951;15.151;14.351;13.551;12.751;11.951;11.151;10.351;9.551;8.751;7.951;7.096;6.253;5.422;4.604;3.798;3.607;3.415;3.224;3.032;2.841;2.649;2.458;2.266;2.075;1.883;1.798;1.712;1.627;1.541;1.455;1.37;1.284;1.199;1.113;1.027;0.942;0.856;0.771;0.685;0.6;0.514;0.428;0.343;0.257;0.172
108;0;2.145;4.291;6.436;8.581;10.727;12.872;13.816;14.76;15.787;16.813;17.465;18.261;19.156;20.063;20.545;21.032;20.909;20.785;20.661;20.537;19.718;18.899;18.08;17.261;16.442;15.623;14.804;13.984;13.165;12.346;11.527;10.708;9.889;9.07;8.251;7.374;6.511;5.66;4.821;3.995;3.794;3.593;3.392;3.191;2.989;2.788;2.587;2.386;2.185;1.984;1.893;1.803;1.713;1.623;1.533;1.443;1.353;1.263;1.172;1.082;0.992;0.902;0.812;0.722;0.632;0.542;0.451;0.361;0.271;0.181
109;0;2.142;4.284;6.426;8.568;10.71;12.852;13.815;14.778;15.847;16.917;17.61;18.45;19.417;20.397;20.938;21.486;21.395;21.304;21.214;21.123;20.285;19.447;18.609;17.77;16.932;16.094;15.256;14.418;13.58;12.741;11.903;11.065;10.227;9.389;8.551;7.653;6.769;5.897;5.038;4.192;3.981;3.77;3.56;3.349;3.138;2.927;2.716;2.505;2.295;2.084;1.989;1.894;1.8;1.705;1.61;1.516;1.421;1.326;1.232;1.137;1.042;0.948;0.853;0.759;0.664;0.569;0.475;0.38;0.285;0.191
110;0;2.138;4.277;6.416;8.554;10.692;12.831;13.813;14.795;15.908;17.021;17.756;18.639;19.677;20.73;21.331;21.939;21.881;21.824;21.766;21.709;20.852;19.995;19.137;18.28;17.423;16.566;15.708;14.851;13.994;13.137;12.28;11.422;10.565;9.708;8.851;7.932;7.026;6.134;5.255;4.389;4.169;3.948;3.728;3.507;3.287;3.066;2.846;2.625;2.405;2.184;2.085;1.986;1.886;1.787;1.688;1.589;1.49;1.39;1.291;1.192;1.093;0.994;0.894;0.795;0.696;0.597;0.498;0.398;0.299;0.2
111;0;2.13;4.26;6.39;8.52;10.651;12.781;13.78;14.78;15.871;16.962;17.697;18.579;19.637;20.711;21.362;22.021;22.031;22.042;22.053;22.064;21.214;20.363;19.513;18.662;17.812;16.962;16.111;15.261;14.41;13.56;12.71;11.859;11.009;10.158;9.308;8.392;7.49;6.601;5.725;4.862;4.62;4.378;4.137;3.895;3.654;3.412;3.17;2.929;2.687;2.446;2.335;2.225;2.114;2.004;1.894;1.783;1.673;1.562;1.452;1.342;1.231;1.121;1.01;0.9;0.79;0.679;0.569;0.459;0.348;0.238
112;0;2.122;4.243;6.365;8.487;10.609;12.73;13.748;14.765;15.834;16.903;17.637;18.518;19.597;20.691;21.393;22.102;22.182;22.261;22.34;22.419;21.575;20.732;19.888;19.045;18.201;17.357;16.514;15.67;14.827;13.983;13.14;12.296;11.452;10.609;9.765;8.853;7.954;7.068;6.194;5.334;5.071;4.809;4.546;4.283;4.021;3.758;3.495;3.232;2.97;2.707;2.585;2.464;2.342;2.221;2.099;1.978;1.856;1.734;1.613;1.491;1.37;1.248;1.127;1.005;0.883;0.762;0.64;0.519;0.397;0.276
113;0;2.113;4.227;6.34;8.453;10.567;12.68;13.715;14.751;15.798;16.845;17.578;18.458;19.557;20.672;21.423;22.184;22.332;22.479;22.626;22.774;21.937;21.1;20.264;19.427;18.59;17.753;16.917;16.08;15.243;14.406;13.57;12.733;11.896;11.059;10.223;9.314;8.417;7.534;6.664;5.807;5.523;5.239;4.955;4.671;4.388;4.104;3.82;3.536;3.252;2.968;2.836;2.703;2.57;2.437;2.305;2.172;2.039;1.906;1.774;1.641;1.508;1.375;1.243;1.11;0.977;0.844;0.712;0.579;0.446;0.313
114;0;2.105;4.21;6.315;8.42;10.525;12.629;13.683;14.736;15.761;16.786;17.519;18.397;19.517;20.652;21.454;22.266;22.482;22.697;22.913;23.129;22.299;21.469;20.639;19.809;18.979;18.149;17.319;16.489;15.659;14.829;14;13.17;12.34;11.51;10.68;9.774;8.881;8.001;7.134;6.279;5.974;5.669;5.364;5.059;4.755;4.45;4.145;3.84;3.535;3.23;3.086;2.942;2.798;2.654;2.51;2.366;2.222;2.078;1.935;1.791;1.647;1.503;1.359;1.215;1.071;0.927;0.783;0.639;0.495;0.351
115;0;2.097;4.193;6.289;8.386;10.483;12.579;13.65;14.721;15.724;16.727;17.459;18.337;19.477;20.633;21.485;22.348;22.632;22.916;23.2;23.484;22.661;21.838;21.014;20.191;19.368;18.545;17.722;16.899;16.076;15.253;14.43;13.606;12.783;11.96;11.137;10.235;9.345;8.468;7.603;6.752;6.426;6.1;5.774;5.448;5.122;4.796;4.47;4.144;3.818;3.492;3.336;3.181;3.026;2.871;2.716;2.561;2.406;2.251;2.095;1.94;1.785;1.63;1.475;1.32;1.165;1.01;0.854;0.699;0.544;0.389
116;0;2.088;4.176;6.264;8.352;10.441;12.529;13.617;14.706;15.687;16.668;17.4;18.277;19.437;20.614;21.516;22.43;22.782;23.134;23.486;23.839;23.022;22.206;21.39;20.574;19.757;18.941;18.125;17.308;16.492;15.676;14.86;14.043;13.227;12.411;11.594;10.695;9.809;8.934;8.073;7.224;6.877;6.53;6.183;5.836;5.489;5.141;4.794;4.447;4.1;3.753;3.587;3.42;3.254;3.088;2.921;2.755;2.589;2.423;2.256;2.09;1.924;1.757;1.591;1.425;1.258;1.092;0.926;0.759;0.593;0.427
117;0;2.08;4.159;6.239;8.319;10.398;12.478;13.585;14.691;15.65;16.609;17.341;18.216;19.397;20.594;21.547;22.512;22.932;23.353;23.773;24.194;23.384;22.575;21.765;20.956;20.146;19.337;18.527;17.718;16.908;16.099;15.29;14.48;13.671;12.861;12.052;11.156;10.272;9.401;8.543;7.697;7.328;6.96;6.592;6.224;5.856;5.487;5.119;4.751;4.383;4.015;3.837;3.66;3.482;3.305;3.127;2.95;2.772;2.595;2.417;2.24;2.062;1.885;1.707;1.53;1.352;1.175;0.997;0.82;0.642;0.465
118;0;2.071;4.143;6.214;8.285;10.357;12.428;13.552;14.677;15.614;16.551;17.281;18.156;19.357;20.575;21.578;22.594;23.082;23.571;24.06;24.549;23.746;22.943;22.141;21.338;20.535;19.733;18.93;18.127;17.325;16.522;15.72;14.917;14.114;13.312;12.509;11.616;10.736;9.868;9.012;8.169;7.78;7.39;7.001;6.612;6.223;5.833;5.444;5.055;4.665;4.276;4.087;3.899;3.71;3.521;3.333;3.144;2.955;2.767;2.578;2.389;2.201;2.012;1.823;1.634;1.446;1.257;1.068;0.88;0.691;0.502
119;0;2.063;4.126;6.189;8.252;10.314;12.377;13.52;14.662;15.577;16.492;17.222;18.096;19.317;20.556;21.609;22.675;23.232;23.789;24.347;24.904;24.108;23.312;22.516;21.72;20.924;20.129;19.333;18.537;17.741;16.945;16.15;15.354;14.558;13.762;12.966;12.077;11.2;10.335;9.482;8.642;8.231;7.821;7.41;7;6.59;6.179;5.769;5.358;4.948;4.538;4.338;4.138;3.938;3.738;3.538;3.338;3.138;2.939;2.739;2.539;2.339;2.139;1.939;1.739;1.54;1.34;1.14;0.94;0.74;0.54
120;0;2.054;4.109;6.164;8.218;10.273;12.327;13.487;14.647;15.54;16.433;17.163;18.035;19.277;20.536;21.639;22.757;23.383;24.008;24.633;25.258;24.469;23.68;22.891;22.102;21.314;20.525;19.736;18.947;18.158;17.369;16.58;15.791;15.002;14.213;13.424;12.537;11.663;10.801;9.952;9.114;8.683;8.251;7.82;7.388;6.957;6.525;6.094;5.662;5.231;4.799;4.588;4.377;4.166;3.955;3.744;3.533;3.322;3.111;2.9;2.689;2.477;2.266;2.055;1.844;1.633;1.422;1.211;1;0.789;0.578
121;0;2.039;4.077;6.116;8.155;10.194;12.233;13.401;14.569;15.458;16.347;17.103;18.001;19.253;20.521;21.622;22.738;23.373;24.008;24.643;25.278;24.52;23.761;23.003;22.245;21.486;20.728;19.97;19.211;18.453;17.695;16.936;16.178;15.419;14.661;13.903;13.043;12.195;11.359;10.535;9.722;9.267;8.812;8.357;7.902;7.447;6.992;6.537;6.082;5.627;5.172;4.946;4.72;4.494;4.268;4.042;3.817;3.591;3.365;3.139;2.913;2.687;2.461;2.236;2.01;1.784;1.558;1.332;1.106;0.88;0.655
122;0;2.023;4.046;6.069;8.092;10.115;12.138;13.315;14.492;15.376;16.261;17.043;17.967;19.228;20.506;21.605;22.718;23.363;24.008;24.653;25.298;24.57;23.842;23.115;22.387;21.659;20.931;20.204;19.476;18.748;18.02;17.293;16.565;15.837;15.11;14.382;13.549;12.728;11.917;11.118;10.33;9.851;9.373;8.894;8.416;7.937;7.459;6.98;6.502;6.023;5.544;5.304;5.063;4.822;4.582;4.341;4.1;3.86;3.619;3.378;3.138;2.897;2.656;2.416;2.175;1.935;1.694;1.453;1.213;0.972;0.731
123;0;2.007;4.015;6.022;8.029;10.036;12.044;13.229;14.414;15.294;16.175;16.983;17.934;19.203;20.491;21.587;22.698;23.353;24.008;24.663;25.317;24.62;23.923;23.226;22.529;21.832;21.135;20.438;19.741;19.044;18.346;17.649;16.952;16.255;15.558;14.861;14.055;13.26;12.475;11.701;10.938;10.436;9.934;9.432;8.93;8.428;7.925;7.423;6.921;6.419;5.917;5.662;5.406;5.151;4.895;4.64;4.384;4.129;3.873;3.618;3.362;3.107;2.852;2.596;2.341;2.085;1.83;1.574;1.319;1.063;0.808
124;0;1.991;3.983;5.975;7.966;9.958;11.949;13.143;14.337;15.213;16.089;16.923;17.9;19.179;20.476;21.57;22.679;23.343;24.008;24.672;25.337;24.671;24.004;23.338;22.671;22.005;21.338;20.672;20.005;19.339;18.672;18.006;17.34;16.673;16.007;15.34;14.561;13.792;13.033;12.284;11.546;11.02;10.495;9.969;9.444;8.918;8.392;7.867;7.341;6.815;6.29;6.02;5.749;5.479;5.209;4.938;4.668;4.398;4.128;3.857;3.587;3.317;3.047;2.776;2.506;2.236;1.965;1.695;1.425;1.155;0.884
125;0;1.976;3.952;5.927;7.903;9.879;11.855;13.057;14.259;15.131;16.002;16.863;17.866;19.154;20.461;21.553;22.659;23.333;24.008;24.682;25.357;24.721;24.085;23.449;22.813;22.178;21.542;20.906;20.27;19.634;18.998;18.363;17.727;17.091;16.455;15.819;15.067;14.324;13.591;12.867;12.154;11.605;11.056;10.507;9.957;9.408;8.859;8.31;7.761;7.212;6.663;6.377;6.092;5.807;5.522;5.237;4.952;4.667;4.382;4.097;3.812;3.527;3.242;2.957;2.671;2.386;2.101;1.816;1.531;1.246;0.961
126;0;1.96;3.92;5.88;7.84;9.8;11.76;12.971;14.181;15.049;15.916;16.803;17.832;19.13;20.446;21.535;22.639;23.324;24.008;24.692;25.376;24.771;24.166;23.561;22.956;22.35;21.745;21.14;20.535;19.93;19.324;18.719;18.114;17.509;16.904;16.298;15.573;14.856;14.149;13.451;12.762;12.189;11.617;11.044;10.471;9.899;9.326;8.753;8.181;7.608;7.035;6.735;6.435;6.136;5.836;5.536;5.236;4.936;4.636;4.336;4.036;3.737;3.437;3.137;2.837;2.537;2.237;1.937;1.637;1.337;1.038
127;0;1.944;3.888;5.833;7.777;9.721;11.666;12.885;14.104;14.967;15.83;16.744;17.798;19.105;20.431;21.518;22.62;23.314;24.008;24.702;25.396;24.822;24.247;23.672;23.098;22.523;21.949;21.374;20.8;20.225;19.65;19.076;18.501;17.927;17.352;16.778;16.078;15.388;14.707;14.034;13.37;12.774;12.178;11.581;10.985;10.389;9.793;9.197;8.6;8.004;7.408;7.093;6.779;6.464;6.149;5.834;5.52;5.205;4.89;4.576;4.261;3.946;3.632;3.317;3.002;2.688;2.373;2.058;1.744;1.429;1.114
128;0;1.928;3.857;5.786;7.714;9.643;11.571;12.799;14.026;14.885;15.744;16.684;17.764;19.081;20.416;21.501;22.6;23.304;24.008;24.712;25.416;24.872;24.328;23.784;23.24;22.696;22.152;21.608;21.064;20.52;19.976;19.432;18.889;18.345;17.801;17.257;16.584;15.92;15.264;14.617;13.978;13.358;12.739;12.119;11.499;10.879;10.26;9.64;9.02;8.4;7.781;7.451;7.122;6.792;6.463;6.133;5.804;5.474;5.145;4.815;4.486;4.156;3.827;3.497;3.168;2.838;2.509;2.179;1.85;1.52;1.191
129;0;1.913;3.825;5.738;7.651;9.564;11.477;12.713;13.949;14.803;15.658;16.624;17.73;19.056;20.401;21.483;22.58;23.294;24.008;24.722;25.435;24.922;24.409;23.895;23.382;22.869;22.356;21.842;21.329;20.816;20.302;19.789;19.276;18.763;18.249;17.736;17.09;16.452;15.822;15.2;14.586;13.943;13.299;12.656;12.013;11.37;10.726;10.083;9.44;8.797;8.153;7.809;7.465;7.12;6.776;6.432;6.088;5.743;5.399;5.055;4.71;4.366;4.022;3.677;3.333;2.989;2.645;2.3;1.956;1.612;1.267
130;0;1.897;3.794;5.691;7.588;9.485;11.382;12.627;13.871;14.721;15.572;16.564;17.696;19.032;20.386;21.466;22.561;23.284;24.008;24.731;25.455;24.972;24.49;24.007;23.524;23.042;22.559;22.076;21.594;21.111;20.628;20.146;19.663;19.18;18.698;18.215;17.596;16.984;16.38;15.783;15.194;14.527;13.86;13.194;12.527;11.86;11.193;10.526;9.86;9.193;8.526;8.167;7.808;7.449;7.09;6.731;6.371;6.012;5.653;5.294;4.935;4.576;4.217;3.858;3.499;3.14;2.78;2.421;2.062;1.703;1.344
131;0;1.878;3.756;5.634;7.512;9.391;11.269;12.505;13.741;14.634;15.528;16.495;17.601;18.941;20.3;21.374;22.463;23.199;23.936;24.672;25.409;24.96;24.512;24.063;23.614;23.166;22.717;22.268;21.819;21.371;20.922;20.473;20.025;19.576;19.127;18.679;18.09;17.508;16.933;16.364;15.803;15.119;14.436;13.752;13.069;12.385;11.701;11.018;10.334;9.651;8.967;8.592;8.217;7.842;7.468;7.093;6.718;6.343;5.968;5.593;5.219;4.844;4.469;4.094;3.719;3.344;2.969;2.595;2.22;1.845;1.47
132;0;1.859;3.718;5.578;7.437;9.296;11.155;12.383;13.611;14.547;15.484;16.425;17.506;18.85;20.214;21.282;22.364;23.114;23.864;24.613;25.363;24.948;24.534;24.119;23.704;23.289;22.875;22.46;22.045;21.631;21.216;20.801;20.386;19.972;19.557;19.142;18.583;18.031;17.485;16.945;16.412;15.712;15.011;14.311;13.61;12.91;12.21;11.509;10.809;10.108;9.408;9.017;8.627;8.236;7.846;7.455;7.064;6.674;6.283;5.893;5.502;5.111;4.721;4.33;3.94;3.549;3.158;2.768;2.377;1.987;1.596
133;0;1.84;3.681;5.521;7.361;9.202;11.042;12.261;13.48;14.46;15.439;16.356;17.411;18.76;20.128;21.19;22.266;23.029;23.792;24.554;25.317;24.936;24.556;24.175;23.794;23.413;23.033;22.652;22.271;21.89;21.509;21.129;20.748;20.367;19.986;19.606;19.077;18.554;18.037;17.526;17.021;16.304;15.587;14.869;14.152;13.435;12.718;12.001;11.283;10.566;9.849;9.443;9.036;8.63;8.224;7.817;7.411;7.005;6.598;6.192;5.786;5.379;4.973;4.566;4.16;3.754;3.347;2.941;2.535;2.128;1.722
134;0;1.821;3.643;5.464;7.286;9.107;10.928;12.139;13.35;14.373;15.395;16.287;17.316;18.669;20.042;21.098;22.168;22.944;23.72;24.495;25.271;24.924;24.578;24.231;23.884;23.537;23.19;22.844;22.497;22.15;21.803;21.456;21.11;20.763;20.416;20.069;19.571;19.078;18.59;18.107;17.63;16.896;16.162;15.428;14.694;13.96;13.226;12.492;11.758;11.024;10.29;9.868;9.446;9.024;8.602;8.179;7.757;7.335;6.913;6.491;6.069;5.647;5.225;4.803;4.381;3.959;3.536;3.114;2.692;2.27;1.848
135;0;1.802;3.605;5.408;7.21;9.013;10.815;12.018;13.22;14.286;15.351;16.218;17.221;18.579;19.956;21.006;22.07;22.859;23.648;24.436;25.225;24.912;24.6;24.287;23.974;23.661;23.348;23.035;22.723;22.41;22.097;21.784;21.471;21.158;20.846;20.533;20.064;19.601;19.142;18.688;18.239;17.488;16.737;15.987;15.236;14.485;13.734;12.983;12.233;11.482;10.731;10.293;9.855;9.417;8.98;8.542;8.104;7.666;7.228;6.79;6.353;5.915;5.477;5.039;4.601;4.163;3.725;3.288;2.85;2.412;1.974
136;0;1.787;3.574;5.361;7.148;8.936;10.723;11.907;13.092;14.135;15.179;16.043;17.043;18.381;19.739;20.853;21.982;22.759;23.536;24.313;25.09;24.807;24.524;24.242;23.959;23.676;23.394;23.111;22.828;22.546;22.263;21.98;21.697;21.415;21.132;20.849;20.409;19.972;19.54;19.112;18.688;17.933;17.177;16.422;15.666;14.91;14.155;13.399;12.643;11.888;11.132;10.681;10.23;9.779;9.328;8.877;8.426;7.975;7.524;7.072;6.621;6.17;5.719;5.268;4.817;4.366;3.915;3.464;3.013;2.562;2.111
137;0;1.772;3.543;5.315;7.087;8.858;10.63;11.797;12.964;13.985;15.007;15.869;16.865;18.184;19.522;20.7;21.895;22.66;23.425;24.19;24.954;24.702;24.449;24.197;23.944;23.692;23.439;23.187;22.934;22.681;22.429;22.176;21.924;21.671;21.419;21.166;20.753;20.343;19.937;19.536;19.138;18.377;17.617;16.856;16.096;15.336;14.575;13.815;13.054;12.294;11.533;11.069;10.605;10.14;9.676;9.212;8.748;8.283;7.819;7.355;6.89;6.426;5.962;5.497;5.033;4.569;4.104;3.64;3.176;2.712;2.247
138;0;1.756;3.513;5.269;7.025;8.782;10.538;11.687;12.835;13.835;14.834;15.695;16.687;17.987;19.304;20.548;21.808;22.561;23.313;24.066;24.819;24.597;24.374;24.152;23.929;23.707;23.484;23.262;23.04;22.817;22.595;22.372;22.15;21.928;21.705;21.483;21.097;20.714;20.335;19.959;19.587;18.822;18.057;17.291;16.526;15.761;14.996;14.23;13.465;12.7;11.935;11.457;10.98;10.502;10.024;9.547;9.069;8.592;8.114;7.637;7.159;6.682;6.204;5.727;5.249;4.772;4.294;3.816;3.339;2.861;2.384
139;0;1.741;3.482;5.223;6.964;8.705;10.445;11.576;12.707;13.685;14.662;15.52;16.509;17.789;19.087;20.395;21.72;22.461;23.202;23.943;24.684;24.491;24.299;24.107;23.914;23.722;23.53;23.338;23.145;22.953;22.761;22.569;22.376;22.184;21.992;21.799;21.441;21.085;20.733;20.383;20.037;19.267;18.496;17.726;16.956;16.186;15.416;14.646;13.876;13.106;12.336;11.845;11.354;10.863;10.373;9.882;9.391;8.9;8.41;7.919;7.428;6.937;6.447;5.956;5.465;4.974;4.483;3.993;3.502;3.011;2.52
140;0;1.725;3.451;5.177;6.902;8.628;10.353;11.466;12.579;13.535;14.49;15.346;16.332;17.592;18.87;20.242;21.633;22.362;23.091;23.819;24.548;24.386;24.224;24.062;23.9;23.737;23.575;23.413;23.251;23.089;22.927;22.765;22.603;22.44;22.278;22.116;21.785;21.457;21.131;20.807;20.486;19.711;18.936;18.161;17.386;16.612;15.837;15.062;14.287;13.512;12.737;12.233;11.729;11.225;10.721;10.217;9.713;9.209;8.705;8.201;7.697;7.193;6.689;6.185;5.681;5.177;4.673;4.169;3.665;3.161;2.657
141;0;1.7;3.401;5.101;6.802;8.502;10.203;11.307;12.411;13.328;14.245;15.145;16.173;17.409;18.662;20.079;21.516;22.245;22.974;23.703;24.432;24.287;24.142;23.997;23.852;23.707;23.563;23.418;23.273;23.128;22.983;22.838;22.693;22.549;22.404;22.259;21.944;21.631;21.321;21.012;20.706;19.935;19.164;18.393;17.622;16.851;16.08;15.309;14.538;13.767;12.996;12.485;11.973;11.462;10.951;10.439;9.928;9.417;8.905;8.394;7.883;7.371;6.86;6.348;5.837;5.326;4.814;4.303;3.792;3.28;2.769
