TWA\TWS;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70
101;0;1.216;2.432;3.648;4.864;5.642;6.42;7.12;7.82;8.345;8.87;9.485;10.181;10.917;11.663;12.127;12.596;12.959;13.322;13.618;13.913;14.266;14.618;14.829;15.04;15.305;15.569;15.771;15.972;16.17;16.368;15.539;14.711;13.883;13.054;12.226;11.31;10.407;9.517;8.639;7.774;7.346;6.919;6.491;6.064;5.636;5.208;4.781;4.353;3.926;3.498;3.323;3.148;2.973;2.798;2.624;2.449;2.274;2.099;1.924;1.749;1.574;1.399;1.224;1.049;0.875;0.7;0.525;0.35;0.175;0
102;0;1.215;2.429;3.644;4.858;5.629;6.4;7.11;7.82;8.35;8.88;9.49;10.181;10.917;11.663;12.149;12.64;13.002;13.364;13.674;13.984;14.315;14.645;14.875;15.105;15.378;15.652;15.853;16.053;16.251;16.449;15.656;14.864;14.072;13.28;12.487;11.605;10.735;9.877;9.031;8.198;7.753;7.308;6.862;6.417;5.972;5.527;5.082;4.636;4.191;3.746;3.559;3.371;3.184;2.997;2.81;2.622;2.435;2.248;2.06;1.873;1.686;1.498;1.311;1.124;0.937;0.749;0.562;0.375;0.187;0
103;0;1.213;2.426;3.639;4.852;5.616;6.38;7.1;7.82;8.355;8.89;9.495;10.181;10.917;11.663;12.17;12.684;13.045;13.406;13.73;14.055;14.363;14.672;14.921;15.169;15.452;15.735;15.935;16.135;16.332;16.53;15.773;15.017;14.261;13.505;12.748;11.9;11.063;10.238;9.424;8.622;8.159;7.696;7.234;6.771;6.308;5.845;5.382;4.92;4.457;3.994;3.794;3.595;3.395;3.195;2.996;2.796;2.596;2.396;2.197;1.997;1.797;1.598;1.398;1.198;0.999;0.799;0.599;0.399;0.2;0
104;0;1.211;2.423;3.634;4.846;5.603;6.36;7.09;7.82;8.36;8.9;9.5;10.181;10.917;11.663;12.192;12.728;13.087;13.447;13.786;14.125;14.412;14.699;14.967;15.234;15.526;15.818;16.017;16.216;16.413;16.611;15.891;15.17;14.45;13.73;13.009;12.195;11.391;10.598;9.817;9.046;8.566;8.085;7.605;7.124;6.644;6.164;5.683;5.203;4.722;4.242;4.03;3.818;3.606;3.394;3.182;2.969;2.757;2.545;2.333;2.121;1.909;1.697;1.485;1.273;1.061;0.848;0.636;0.424;0.212;0
105;0;1.21;2.42;3.63;4.84;5.59;6.34;7.08;7.82;8.365;8.91;9.505;10.181;10.917;11.663;12.214;12.771;13.13;13.489;13.842;14.196;14.461;14.726;15.012;15.298;15.6;15.902;16.099;16.297;16.494;16.692;16.008;15.323;14.639;13.955;13.27;12.489;11.719;10.959;10.209;9.47;8.972;8.474;7.976;7.478;6.98;6.482;5.984;5.486;4.988;4.49;4.266;4.041;3.817;3.592;3.368;3.143;2.919;2.694;2.47;2.245;2.02;1.796;1.572;1.347;1.123;0.898;0.674;0.449;0.225;0
106;0;1.206;2.412;3.618;4.824;5.572;6.32;7.06;7.8;8.355;8.91;9.505;10.181;10.917;11.663;12.233;12.811;13.181;13.551;13.905;14.258;14.531;14.803;15.062;15.321;15.631;15.941;16.17;16.399;16.607;16.815;16.166;15.518;14.869;14.221;13.572;12.824;12.086;11.358;10.64;9.932;9.416;8.901;8.385;7.87;7.354;6.838;6.323;5.807;5.292;4.776;4.537;4.298;4.06;3.821;3.582;3.343;3.104;2.866;2.627;2.388;2.149;1.91;1.672;1.433;1.194;0.955;0.716;0.478;0.239;0
107;0;1.202;2.404;3.606;4.808;5.554;6.3;7.04;7.78;8.345;8.91;9.505;10.181;10.917;11.663;12.253;12.85;13.232;13.614;13.967;14.321;14.601;14.88;15.112;15.344;15.662;15.981;16.241;16.501;16.719;16.937;16.325;15.712;15.099;14.486;13.874;13.159;12.453;11.758;11.071;10.394;9.861;9.328;8.794;8.261;7.728;7.195;6.662;6.128;5.595;5.062;4.809;4.556;4.303;4.05;3.797;3.543;3.29;3.037;2.784;2.531;2.278;2.025;1.772;1.519;1.265;1.012;0.759;0.506;0.253;0
108;0;1.198;2.396;3.594;4.792;5.536;6.28;7.02;7.76;8.335;8.91;9.505;10.181;10.917;11.663;12.273;12.89;13.283;13.676;14.03;14.383;14.67;14.957;15.162;15.367;15.694;16.02;16.311;16.603;16.831;17.06;16.483;15.906;15.329;14.752;14.175;13.494;12.821;12.157;11.502;10.856;10.305;9.754;9.204;8.653;8.102;7.551;7;6.45;5.899;5.348;5.081;4.813;4.546;4.278;4.011;3.744;3.476;3.209;2.941;2.674;2.407;2.139;1.872;1.604;1.337;1.07;0.802;0.535;0.267;0
109;0;1.194;2.388;3.582;4.776;5.518;6.26;7;7.74;8.325;8.91;9.505;10.181;10.917;11.663;12.292;12.929;13.334;13.738;14.092;14.446;14.74;15.034;15.212;15.39;15.725;16.06;16.382;16.704;16.944;17.183;16.642;16.1;15.559;15.018;14.477;13.828;13.188;12.557;11.933;11.318;10.75;10.181;9.613;9.044;8.476;7.908;7.339;6.771;6.202;5.634;5.352;5.071;4.789;4.507;4.225;3.944;3.662;3.38;3.099;2.817;2.535;2.254;1.972;1.69;1.408;1.127;0.845;0.563;0.282;0
110;0;1.19;2.38;3.57;4.76;5.5;6.24;6.98;7.72;8.315;8.91;9.505;10.181;10.917;11.663;12.312;12.969;13.385;13.801;14.154;14.508;14.81;15.111;15.262;15.413;15.756;16.099;16.453;16.806;17.056;17.306;16.8;16.295;15.789;15.284;14.778;14.163;13.556;12.956;12.364;11.78;11.194;10.608;10.022;9.436;8.85;8.264;7.678;7.092;6.506;5.92;5.624;5.328;5.032;4.736;4.44;4.144;3.848;3.552;3.256;2.96;2.664;2.368;2.072;1.776;1.48;1.184;0.888;0.592;0.296;0
111;0;1.185;2.369;3.554;4.738;5.479;6.22;6.95;7.68;8.285;8.89;9.486;10.163;10.898;11.643;12.301;12.969;13.395;13.822;14.175;14.529;14.839;15.149;15.319;15.49;15.802;16.114;16.47;16.827;17.107;17.387;16.916;16.446;15.975;15.505;15.034;14.452;13.876;13.308;12.748;12.194;11.596;10.998;10.399;9.801;9.203;8.605;8.007;7.408;6.81;6.212;5.901;5.591;5.28;4.97;4.659;4.348;4.038;3.727;3.417;3.106;2.795;2.485;2.174;1.864;1.553;1.242;0.932;0.621;0.311;0
112;0;1.179;2.358;3.537;4.716;5.458;6.2;6.92;7.64;8.255;8.87;9.467;10.145;10.878;11.622;12.291;12.969;13.406;13.842;14.196;14.55;14.868;15.186;15.376;15.567;15.848;16.128;16.488;16.848;17.158;17.468;17.032;16.597;16.161;15.726;15.29;14.74;14.197;13.661;13.131;12.608;11.998;11.387;10.777;10.166;9.556;8.946;8.335;7.725;7.114;6.504;6.179;5.854;5.528;5.203;4.878;4.553;4.228;3.902;3.577;3.252;2.927;2.602;2.276;1.951;1.626;1.301;0.976;0.65;0.325;0
113;0;1.173;2.347;3.521;4.694;5.437;6.18;6.89;7.6;8.225;8.85;9.448;10.126;10.859;11.602;12.281;12.969;13.416;13.863;14.217;14.57;14.897;15.224;15.434;15.644;15.893;16.143;16.506;16.869;17.209;17.549;17.148;16.748;16.347;15.947;15.546;15.029;14.518;14.013;13.514;13.022;12.399;11.777;11.154;10.532;9.909;9.286;8.664;8.041;7.419;6.796;6.456;6.116;5.777;5.437;5.097;4.757;4.417;4.078;3.738;3.398;3.058;2.718;2.379;2.039;1.699;1.359;1.019;0.68;0.34;0
114;0;1.168;2.336;3.504;4.672;5.416;6.16;6.86;7.56;8.195;8.83;9.429;10.108;10.84;11.581;12.27;12.969;13.426;13.884;14.238;14.591;14.926;15.261;15.491;15.721;15.939;16.157;16.524;16.89;17.26;17.63;17.264;16.899;16.533;16.167;15.802;15.317;14.839;14.365;13.898;13.436;12.801;12.166;11.532;10.897;10.262;9.627;8.992;8.358;7.723;7.088;6.734;6.379;6.025;5.67;5.316;4.962;4.607;4.253;3.898;3.544;3.19;2.835;2.481;2.126;1.772;1.418;1.063;0.709;0.354;0
115;0;1.163;2.325;3.488;4.65;5.395;6.14;6.83;7.52;8.165;8.81;9.41;10.09;10.82;11.561;12.26;12.969;13.437;13.905;14.258;14.612;14.955;15.298;15.548;15.798;15.985;16.172;16.541;16.91;17.311;17.711;17.38;17.05;16.719;16.388;16.058;15.606;15.159;14.718;14.281;13.85;13.203;12.556;11.909;11.262;10.615;9.968;9.321;8.674;8.027;7.38;7.011;6.642;6.273;5.904;5.535;5.166;4.797;4.428;4.059;3.69;3.321;2.952;2.583;2.214;1.845;1.476;1.107;0.738;0.369;0
116;0;1.152;2.303;3.455;4.606;5.361;6.116;6.798;7.48;8.125;8.77;9.359;10.028;10.769;11.52;12.23;12.95;13.417;13.884;14.249;14.614;14.948;15.282;15.555;15.829;16.035;16.241;16.564;16.888;17.331;17.774;17.467;17.16;16.853;16.546;16.24;15.81;15.386;14.966;14.55;14.14;13.491;12.843;12.194;11.546;10.897;10.248;9.6;8.951;8.303;7.654;7.271;6.889;6.506;6.123;5.741;5.358;4.975;4.592;4.21;3.827;3.444;3.062;2.679;2.296;1.914;1.531;1.148;0.765;0.383;0
117;0;1.14;2.281;3.422;4.562;5.327;6.092;6.766;7.44;8.085;8.73;9.308;9.965;10.717;11.479;12.2;12.931;13.397;13.863;14.24;14.616;14.941;15.265;15.563;15.86;16.085;16.309;16.587;16.865;17.35;17.836;17.553;17.27;16.987;16.704;16.422;16.015;15.612;15.214;14.82;14.43;13.78;13.13;12.479;11.829;11.179;10.529;9.879;9.228;8.578;7.928;7.532;7.135;6.739;6.342;5.946;5.55;5.153;4.757;4.36;3.964;3.568;3.171;2.775;2.378;1.982;1.586;1.189;0.793;0.396;0
118;0;1.13;2.259;3.389;4.518;5.293;6.068;6.734;7.4;8.045;8.69;9.257;9.903;10.665;11.438;12.17;12.913;13.378;13.842;14.23;14.618;14.933;15.248;15.57;15.891;16.135;16.378;16.61;16.842;17.37;17.898;17.639;17.38;17.122;16.863;16.604;16.219;15.838;15.461;15.089;14.72;14.068;13.416;12.765;12.113;11.461;10.809;10.157;9.506;8.854;8.202;7.792;7.382;6.972;6.562;6.152;5.741;5.331;4.921;4.511;4.101;3.691;3.281;2.871;2.461;2.051;1.64;1.23;0.82;0.41;0
119;0;1.118;2.237;3.355;4.474;5.259;6.044;6.702;7.36;8.005;8.65;9.206;9.84;10.613;11.397;12.14;12.894;13.358;13.822;14.221;14.62;14.926;15.232;15.577;15.922;16.184;16.447;16.633;16.819;17.39;17.961;17.726;17.491;17.256;17.021;16.786;16.423;16.065;15.709;15.358;15.01;14.357;13.703;13.05;12.396;11.743;11.09;10.436;9.783;9.129;8.476;8.052;7.628;7.205;6.781;6.357;5.933;5.509;5.086;4.662;4.238;3.814;3.39;2.967;2.543;2.119;1.695;1.271;0.848;0.424;0
120;0;1.107;2.215;3.323;4.43;5.225;6.02;6.67;7.32;7.965;8.61;9.155;9.778;10.561;11.356;12.111;12.875;13.338;13.801;14.212;14.622;14.919;15.215;15.584;15.954;16.234;16.515;16.656;16.796;17.41;18.023;17.812;17.601;17.39;17.179;16.968;16.628;16.291;15.957;15.627;15.3;14.645;13.99;13.335;12.68;12.025;11.37;10.715;10.06;9.405;8.75;8.313;7.875;7.438;7;6.563;6.125;5.688;5.25;4.813;4.375;3.937;3.5;3.063;2.625;2.188;1.75;1.313;0.875;0.438;0
121;0;1.092;2.183;3.274;4.366;5.173;5.98;6.623;7.266;7.915;8.564;9.102;9.717;10.511;11.315;12.08;12.854;13.317;13.78;14.2;14.62;14.927;15.234;15.6;15.966;16.261;16.557;16.688;16.819;17.4;17.982;17.794;17.607;17.42;17.233;17.046;16.729;16.415;16.104;15.795;15.49;14.834;14.178;13.522;12.866;12.21;11.554;10.898;10.242;9.586;8.93;8.484;8.037;7.591;7.144;6.698;6.251;5.805;5.358;4.912;4.465;4.018;3.572;3.125;2.679;2.233;1.786;1.34;0.893;0.447;0
122;0;1.076;2.151;3.227;4.302;5.121;5.94;6.576;7.212;7.865;8.518;9.049;9.657;10.46;11.274;12.049;12.834;13.296;13.759;14.189;14.618;14.935;15.253;15.616;15.979;16.288;16.598;16.72;16.842;17.391;17.94;17.777;17.613;17.45;17.287;17.124;16.83;16.539;16.25;15.964;15.68;15.023;14.366;13.709;13.052;12.395;11.738;11.081;10.424;9.767;9.11;8.655;8.199;7.743;7.288;6.833;6.377;5.922;5.466;5.011;4.555;4.1;3.644;3.189;2.733;2.278;1.822;1.367;0.911;0.456;0
123;0;1.06;2.119;3.179;4.238;5.069;5.9;6.529;7.158;7.815;8.472;8.996;9.596;10.409;11.233;12.018;12.813;13.276;13.738;14.177;14.616;14.944;15.271;15.631;15.991;16.316;16.64;16.752;16.865;17.382;17.898;17.759;17.62;17.48;17.341;17.202;16.931;16.663;16.396;16.132;15.87;15.212;14.554;13.896;13.238;12.58;11.922;11.264;10.606;9.948;9.29;8.826;8.361;7.897;7.432;6.968;6.503;6.039;5.574;5.11;4.645;4.18;3.716;3.252;2.787;2.323;1.858;1.394;0.929;0.465;0
124;0;1.044;2.087;3.131;4.174;5.017;5.86;6.482;7.104;7.765;8.426;8.943;9.536;10.358;11.192;11.987;12.792;13.255;13.718;14.166;14.614;14.952;15.29;15.647;16.004;16.343;16.682;16.785;16.888;17.372;17.857;17.741;17.626;17.51;17.395;17.28;17.032;16.786;16.543;16.3;16.06;15.401;14.742;14.083;13.424;12.765;12.106;11.447;10.788;10.129;9.47;8.997;8.523;8.05;7.576;7.103;6.629;6.156;5.682;5.209;4.735;4.262;3.788;3.315;2.841;2.368;1.894;1.421;0.947;0.474;0
125;0;1.028;2.055;3.083;4.11;4.965;5.82;6.435;7.05;7.715;8.38;8.89;9.475;10.307;11.151;11.956;12.771;13.234;13.697;14.154;14.612;14.96;15.309;15.662;16.016;16.37;16.723;16.817;16.91;17.363;17.815;17.724;17.632;17.541;17.449;17.358;17.133;16.91;16.689;16.469;16.25;15.59;14.93;14.27;13.61;12.95;12.29;11.63;10.97;10.31;9.65;9.168;8.685;8.203;7.72;7.238;6.755;6.273;5.79;5.308;4.825;4.342;3.86;3.378;2.895;2.413;1.93;1.448;0.965;0.483;0
126;0;1.006;2.012;3.018;4.024;4.884;5.744;6.369;6.994;7.641;8.288;8.819;9.425;10.256;11.098;11.886;12.684;13.18;13.676;14.134;14.591;14.95;15.309;15.673;16.037;16.39;16.744;16.817;16.89;17.333;17.776;17.693;17.61;17.527;17.444;17.361;17.145;16.93;16.717;16.505;16.294;15.64;14.986;14.332;13.678;13.024;12.37;11.716;11.062;10.408;9.754;9.266;8.779;8.291;7.803;7.316;6.828;6.34;5.852;5.365;4.877;4.389;3.902;3.414;2.926;2.439;1.951;1.463;0.975;0.488;0
127;0;0.985;1.969;2.954;3.938;4.803;5.668;6.303;6.938;7.567;8.196;8.748;9.374;10.204;11.045;11.815;12.596;13.126;13.655;14.113;14.57;14.94;15.309;15.683;16.058;16.411;16.765;16.817;16.869;17.302;17.736;17.662;17.587;17.513;17.438;17.364;17.156;16.95;16.745;16.541;16.338;15.69;15.042;14.394;13.746;13.098;12.45;11.802;11.154;10.506;9.858;9.365;8.872;8.379;7.886;7.394;6.901;6.408;5.915;5.422;4.929;4.436;3.943;3.45;2.957;2.465;1.972;1.479;0.986;0.493;0
128;0;0.963;1.926;2.889;3.852;4.722;5.592;6.237;6.882;7.493;8.104;8.677;9.324;10.152;10.992;11.745;12.509;13.072;13.634;14.092;14.55;14.929;15.309;15.694;16.078;16.432;16.786;16.817;16.848;17.272;17.697;17.631;17.565;17.499;17.433;17.367;17.168;16.97;16.773;16.577;16.382;15.74;15.098;14.456;13.814;13.172;12.53;11.888;11.246;10.604;9.962;9.464;8.966;8.468;7.97;7.472;6.973;6.475;5.977;5.479;4.981;4.483;3.985;3.487;2.989;2.491;1.992;1.494;0.996;0.498;0
129;0;0.942;1.883;2.825;3.766;4.641;5.516;6.171;6.826;7.419;8.012;8.606;9.274;10.1;10.938;11.675;12.422;13.018;13.614;14.071;14.529;14.919;15.309;15.704;16.099;16.453;16.806;16.817;16.827;17.242;17.657;17.6;17.542;17.485;17.427;17.37;17.179;16.99;16.801;16.613;16.426;15.79;15.154;14.518;13.882;13.246;12.61;11.974;11.338;10.702;10.066;9.563;9.059;8.556;8.053;7.55;7.046;6.543;6.04;5.536;5.033;4.53;4.026;3.523;3.02;2.517;2.013;1.51;1.007;0.503;0
130;0;0.92;1.84;2.76;3.68;4.56;5.44;6.105;6.77;7.345;7.92;8.535;9.223;10.048;10.885;11.605;12.334;12.964;13.593;14.05;14.508;14.908;15.309;15.714;16.12;16.474;16.827;16.817;16.806;17.212;17.618;17.569;17.52;17.471;17.422;17.373;17.191;17.01;16.829;16.649;16.47;15.84;15.21;14.58;13.95;13.32;12.69;12.06;11.43;10.8;10.17;9.662;9.153;8.644;8.136;7.627;7.119;6.611;6.102;5.594;5.085;4.576;4.068;3.56;3.051;2.543;2.034;1.526;1.017;0.509;0
131;0;0.897;1.794;2.691;3.588;4.452;5.316;5.997;6.678;7.226;7.774;8.392;9.082;9.905;10.74;11.434;12.137;12.814;13.491;13.964;14.437;14.863;15.288;15.694;16.099;16.463;16.827;16.806;16.786;17.191;17.597;17.548;17.499;17.45;17.401;17.352;17.17;16.989;16.809;16.629;16.45;15.827;15.204;14.582;13.959;13.336;12.713;12.09;11.468;10.845;10.222;9.711;9.2;8.689;8.178;7.667;7.155;6.644;6.133;5.622;5.111;4.6;4.089;3.578;3.067;2.556;2.044;1.533;1.022;0.511;0
132;0;0.874;1.748;2.622;3.496;4.344;5.192;5.889;6.586;7.107;7.628;8.249;8.941;9.762;10.594;11.262;11.939;12.664;13.389;13.878;14.367;14.817;15.267;15.673;16.078;16.453;16.827;16.796;16.765;17.17;17.576;17.527;17.478;17.429;17.38;17.332;17.15;16.969;16.788;16.609;16.43;15.814;15.199;14.583;13.968;13.352;12.736;12.121;11.505;10.89;10.274;9.76;9.247;8.733;8.219;7.705;7.192;6.678;6.164;5.651;5.137;4.623;4.11;3.596;3.082;2.569;2.055;1.541;1.027;0.514;0
133;0;0.851;1.702;2.553;3.404;4.236;5.068;5.781;6.494;6.988;7.482;8.106;8.8;9.618;10.449;11.091;11.742;12.514;13.287;13.791;14.296;14.771;15.246;15.652;16.058;16.442;16.827;16.786;16.744;17.15;17.555;17.506;17.457;17.409;17.36;17.311;17.129;16.948;16.768;16.589;16.41;15.802;15.193;14.585;13.976;13.368;12.76;12.151;11.543;10.934;10.326;9.81;9.293;8.777;8.261;7.745;7.228;6.712;6.196;5.679;5.163;4.647;4.13;3.614;3.098;2.582;2.065;1.549;1.033;0.516;0
134;0;0.828;1.656;2.484;3.312;4.128;4.944;5.673;6.402;6.869;7.336;7.963;8.659;9.475;10.303;10.92;11.544;12.365;13.185;13.705;14.225;14.725;15.226;15.631;16.037;16.432;16.827;16.775;16.723;17.129;17.534;17.486;17.437;17.388;17.339;17.29;17.108;16.928;16.748;16.568;16.39;15.789;15.188;14.586;13.985;13.384;12.783;12.182;11.58;10.979;10.378;9.859;9.34;8.821;8.302;7.783;7.265;6.746;6.227;5.708;5.189;4.67;4.151;3.632;3.113;2.594;2.076;1.557;1.038;0.519;0
135;0;0.805;1.61;2.415;3.22;4.02;4.82;5.565;6.31;6.75;7.19;7.82;8.518;9.332;10.158;10.748;11.346;12.215;13.083;13.619;14.154;14.68;15.205;15.61;16.016;16.422;16.827;16.765;16.702;17.108;17.514;17.465;17.416;17.367;17.318;17.269;17.088;16.907;16.727;16.548;16.37;15.776;15.182;14.588;13.994;13.4;12.806;12.212;11.618;11.024;10.43;9.909;9.387;8.865;8.344;7.823;7.301;6.78;6.258;5.737;5.215;4.693;4.172;3.65;3.129;2.608;2.086;1.565;1.043;0.522;0
136;0;0.778;1.556;2.334;3.112;3.895;4.678;5.442;6.206;6.618;7.03;7.659;8.354;9.156;9.97;10.563;11.163;12.023;12.884;13.414;13.944;14.506;15.068;15.491;15.914;16.326;16.738;16.71;16.682;17.098;17.514;17.465;17.416;17.367;17.318;17.269;17.088;16.907;16.727;16.548;16.37;15.776;15.183;14.589;13.996;13.402;12.808;12.215;11.621;11.028;10.434;9.912;9.391;8.869;8.347;7.825;7.304;6.782;6.26;5.739;5.217;4.695;4.174;3.652;3.13;2.609;2.087;1.565;1.043;0.522;0
137;0;0.751;1.502;2.253;3.004;3.77;4.536;5.319;6.102;6.486;6.87;7.498;8.191;8.98;9.781;10.377;10.98;11.832;12.684;13.209;13.734;14.332;14.93;15.371;15.812;16.23;16.648;16.655;16.661;17.087;17.514;17.465;17.416;17.367;17.318;17.269;17.088;16.907;16.727;16.548;16.37;15.777;15.184;14.59;13.997;13.404;12.811;12.218;11.624;11.031;10.438;9.916;9.394;8.872;8.35;7.829;7.307;6.785;6.263;5.741;5.219;4.697;4.175;3.653;3.131;2.609;2.088;1.566;1.044;0.522;0
138;0;0.724;1.448;2.172;2.896;3.645;4.394;5.196;5.998;6.354;6.71;7.337;8.028;8.805;9.593;10.191;10.797;11.641;12.484;13.004;13.524;14.159;14.793;15.252;15.71;16.135;16.559;16.599;16.64;17.077;17.514;17.465;17.416;17.367;17.318;17.269;17.088;16.907;16.727;16.548;16.37;15.777;15.184;14.592;13.999;13.406;12.813;12.22;11.628;11.035;10.442;9.92;9.398;8.876;8.354;7.831;7.309;6.787;6.265;5.743;5.221;4.699;4.177;3.655;3.133;2.611;2.088;1.566;1.044;0.522;0
139;0;0.697;1.394;2.091;2.788;3.52;4.252;5.073;5.894;6.222;6.55;7.176;7.864;8.629;9.404;10.005;10.614;11.449;12.284;12.799;13.314;13.985;14.656;15.132;15.608;16.039;16.469;16.544;16.619;17.066;17.514;17.465;17.416;17.367;17.318;17.269;17.088;16.907;16.727;16.548;16.37;15.778;15.185;14.593;14;13.408;12.816;12.223;11.631;11.038;10.446;9.924;9.401;8.879;8.357;7.834;7.312;6.79;6.268;5.745;5.223;4.701;4.178;3.656;3.134;2.611;2.089;1.567;1.045;0.522;0
140;0;0.67;1.34;2.01;2.68;3.395;4.11;4.95;5.79;6.09;6.39;7.015;7.701;8.453;9.216;9.819;10.431;11.258;12.085;12.594;13.104;13.811;14.518;15.012;15.506;15.943;16.38;16.489;16.598;17.056;17.514;17.465;17.416;17.367;17.318;17.269;17.088;16.907;16.727;16.548;16.37;15.778;15.186;14.594;14.002;13.41;12.818;12.226;11.634;11.042;10.45;9.927;9.405;8.882;8.36;7.837;7.315;6.792;6.27;5.748;5.225;4.702;4.18;3.657;3.135;2.613;2.09;1.568;1.045;0.523;0
141;0;0.648;1.295;1.943;2.59;3.288;3.986;4.82;5.654;5.948;6.242;6.859;7.536;8.271;9.017;9.626;10.244;11.023;11.802;12.332;12.863;13.582;14.302;14.812;15.321;15.783;16.245;16.405;16.565;17.02;17.474;17.425;17.376;17.327;17.278;17.229;17.047;16.867;16.687;16.508;16.33;15.742;15.154;14.566;13.978;13.39;12.802;12.214;11.626;11.038;10.45;9.927;9.405;8.882;8.36;7.837;7.315;6.793;6.27;5.748;5.225;4.703;4.18;3.657;3.135;2.613;2.09;1.568;1.045;0.523;0
142;0;0.625;1.25;1.875;2.5;3.181;3.862;4.69;5.518;5.806;6.094;6.703;7.37;8.089;8.819;9.434;10.057;10.788;11.519;12.07;12.621;13.354;14.086;14.611;15.136;15.623;16.11;16.321;16.532;16.983;17.435;17.385;17.336;17.287;17.237;17.188;17.007;16.827;16.647;16.468;16.29;15.706;15.122;14.538;13.954;13.37;12.786;12.202;11.618;11.034;10.45;9.927;9.405;8.882;8.36;7.837;7.315;6.793;6.27;5.748;5.225;4.702;4.18;3.657;3.135;2.613;2.09;1.568;1.045;0.523;0
143;0;0.603;1.205;1.807;2.41;3.074;3.738;4.56;5.382;5.664;5.946;6.547;7.205;7.908;8.62;9.241;9.87;10.553;11.236;11.808;12.38;13.125;13.869;14.41;14.951;15.463;15.974;16.236;16.499;16.947;17.395;17.346;17.296;17.247;17.197;17.148;16.966;16.786;16.607;16.428;16.25;15.67;15.09;14.51;13.93;13.35;12.77;12.19;11.61;11.03;10.45;9.927;9.405;8.882;8.36;7.837;7.315;6.793;6.27;5.748;5.225;4.702;4.18;3.657;3.135;2.613;2.09;1.568;1.045;0.523;0
144;0;0.58;1.16;1.74;2.32;2.967;3.614;4.43;5.246;5.522;5.798;6.391;7.04;7.726;8.421;9.048;9.682;10.318;10.953;11.546;12.139;12.896;13.653;14.21;14.766;15.303;15.839;16.152;16.465;16.91;17.356;17.306;17.256;17.206;17.157;17.107;16.926;16.746;16.566;16.388;16.21;15.634;15.058;14.482;13.906;13.33;12.754;12.178;11.602;11.026;10.45;9.927;9.405;8.882;8.36;7.837;7.315;6.792;6.27;5.748;5.225;4.702;4.18;3.657;3.135;2.613;2.09;1.568;1.045;0.523;0
145;0;0.558;1.115;1.672;2.23;2.86;3.49;4.3;5.11;5.38;5.65;6.235;6.875;7.544;8.223;8.855;9.495;10.083;10.67;11.284;11.898;12.667;13.437;14.009;14.581;15.142;15.704;16.068;16.432;16.874;17.316;17.266;17.216;17.166;17.116;17.066;16.886;16.706;16.526;16.348;16.17;15.598;15.026;14.454;13.882;13.31;12.738;12.166;11.594;11.022;10.45;9.927;9.405;8.882;8.36;7.837;7.315;6.792;6.27;5.748;5.225;4.702;4.18;3.657;3.135;2.613;2.09;1.568;1.045;0.523;0
146;0;0.533;1.067;1.601;2.134;2.752;3.37;4.163;4.956;5.221;5.486;6.045;6.657;7.314;7.981;8.616;9.26;9.846;10.431;11.044;11.656;12.416;13.175;13.748;14.321;14.901;15.481;15.876;16.27;16.739;17.208;17.165;17.122;17.079;17.036;16.993;16.819;16.646;16.474;16.303;16.132;15.561;14.99;14.42;13.849;13.278;12.707;12.136;11.566;10.995;10.424;9.903;9.382;8.86;8.339;7.818;7.297;6.776;6.254;5.733;5.212;4.691;4.17;3.648;3.127;2.606;2.085;1.564;1.042;0.521;0
147;0;0.509;1.019;1.528;2.038;2.644;3.25;4.026;4.802;5.062;5.322;5.855;6.439;7.085;7.739;8.378;9.025;9.609;10.192;10.804;11.415;12.164;12.913;13.487;14.061;14.66;15.259;15.683;16.108;16.604;17.1;17.063;17.027;16.991;16.955;16.919;16.753;16.587;16.422;16.258;16.094;15.524;14.955;14.385;13.816;13.246;12.676;12.107;11.537;10.968;10.398;9.878;9.358;8.838;8.318;7.799;7.279;6.759;6.239;5.719;5.199;4.679;4.159;3.639;3.119;2.6;2.08;1.56;1.04;0.52;0
148;0;0.486;0.971;1.457;1.942;2.536;3.13;3.889;4.648;4.903;5.158;5.665;6.221;6.855;7.498;8.139;8.79;9.371;9.953;10.563;11.174;11.912;12.651;13.226;13.801;14.419;15.036;15.491;15.945;16.468;16.992;16.962;16.933;16.904;16.874;16.845;16.686;16.528;16.37;16.213;16.056;15.488;14.919;14.351;13.782;13.214;12.646;12.077;11.509;10.94;10.372;9.853;9.335;8.816;8.298;7.779;7.26;6.742;6.223;5.705;5.186;4.667;4.149;3.63;3.112;2.593;2.074;1.556;1.037;0.519;0
149;0;0.461;0.923;1.385;1.846;2.428;3.01;3.752;4.494;4.744;4.994;5.475;6.004;6.625;7.256;7.901;8.555;9.134;9.714;10.323;10.932;11.66;12.388;12.965;13.541;14.177;14.814;15.298;15.783;16.333;16.883;16.861;16.838;16.816;16.794;16.771;16.62;16.469;16.318;16.168;16.018;15.451;14.884;14.316;13.749;13.182;12.615;12.048;11.48;10.913;10.346;9.829;9.311;8.794;8.277;7.759;7.242;6.725;6.208;5.69;5.173;4.656;4.138;3.621;3.104;2.587;2.069;1.552;1.035;0.517;0
